trend_window,trend_threshold,rebalance,state_confirm,matrix_name,sizing_mode,train_excess_return,train_max_drawdown,train_benchmark_drawdown,train_pass_dd,train_sharpe,holdout_excess_return,holdout_max_drawdown,holdout_benchmark_drawdown,holdout_pass_dd,holdout_sharpe
63,0.35,weekly,2,default,matrix,-0.04814436316409568,-0.13697169815539245,-0.19778210435681942,True,0.4876652435298921,-0.08945282865890096,-0.15751047085659442,-0.3392496000265326,True,0.6019073909305951
84,0.25,weekly,2,aggressive,matrix,-0.048571440720435885,-0.17370858515605891,-0.19778210435681942,True,0.42453625968946274,-0.08709223081996195,-0.18965703283657942,-0.3392496000265326,True,0.5298985795845853
126,0.5,weekly,2,default,matrix,-0.04891853365094711,-0.15266005720621334,-0.19778210435681942,True,0.4891833058144644,-0.08943972116017188,-0.155372681968731,-0.3392496000265326,True,0.6044062315414402
126,0.5,weekly,1,default,matrix,-0.049197479471641804,-0.15544768095546135,-0.19778210435681942,True,0.49933814452558173,-0.0733393346508987,-0.155372681968731,-0.3392496000265326,True,0.7768039026212581
126,0.35,weekly,2,default,matrix,-0.049646014826807264,-0.15688161166278225,-0.19778210435681942,True,0.48425112669862674,-0.08247128484773748,-0.155372681968731,-0.3392496000265326,True,0.6608000338616659
252,0.15,weekly,2,default,matrix,-0.04969860941457289,-0.14402327237798374,-0.19778210435681942,True,0.49282400667210313,-0.06849280790893596,-0.155372681968731,-0.3392496000265326,True,0.8085285054449981
21,0.15,weekly,2,default,matrix,-0.05081386269508974,-0.16821274979481482,-0.19778210435681942,True,0.43420066274067914,-0.04995247441867598,-0.14536039020612657,-0.3392496000265326,True,1.003724314974168
84,0.5,weekly,2,default,matrix,-0.05134611451582691,-0.14445072899274158,-0.19778210435681942,True,0.46518132332237183,-0.09368192090166594,-0.1553726819687311,-0.3392496000265326,True,0.5623209394741775
63,0.5,weekly,2,default,matrix,-0.05147895644453773,-0.13407770720196488,-0.19778210435681942,True,0.4451429620588952,-0.0974129466241653,-0.19453728500249834,-0.3392496000265326,True,0.5143555233436509
84,0.15,daily,2,default,matrix,-0.05194247210001706,-0.13840182091401765,-0.19778210435681942,True,0.46372451841606843,-0.08148574580800433,-0.1310034381772489,-0.3392496000265326,True,0.7157001625023354
84,0.15,weekly,2,default,matrix,-0.055588752247681464,-0.14420516816300488,-0.19778210435681942,True,0.39683335164406186,-0.09939007624873682,-0.155372681968731,-0.3392496000265326,True,0.4854803269142925
84,0.35,weekly,2,default,matrix,-0.056408513553388384,-0.1545422800930698,-0.19778210435681942,True,0.3939897091468806,-0.10064707048217991,-0.155372681968731,-0.3392496000265326,True,0.4790487446354049
84,0.25,weekly,2,default,matrix,-0.0574203667168917,-0.15698029183329287,-0.19778210435681942,True,0.37958247560050556,-0.10147576766718665,-0.155372681968731,-0.3392496000265326,True,0.4601124286359498
21,0.35,monthly,2,aggressive,matrix,-0.03310863129146805,-0.20060378221012043,-0.19778210435681942,False,0.501235911205926,-0.056460931688544075,-0.20044040773609706,-0.3392496000265326,True,0.7682818945701202
126,0.15,weekly,1,aggressive,matrix,-0.03613494408404557,-0.19931787893389052,-0.19778210435681942,False,0.5749563080942025,-0.06220384936402881,-0.18965703283657942,-0.3392496000265326,True,0.7493321277208524
126,0.25,weekly,1,aggressive,matrix,-0.03717364707671417,-0.19931787893389052,-0.19778210435681942,False,0.5633252662427986,-0.06142576669480325,-0.18965703283657964,-0.3392496000265326,True,0.7719880194996787
